alim_grp_code	alim_ssgrp_code	alim_ssssgrp_code	alim_grp_nom_fr	alim_ssgrp_nom_fr	alim_ssssgrp_nom_fr	alim_code	alim_nom_fr	alim_nom_sci	Energie, Règlement UE N° 1169/2011 (kJ/100 g)	Energie, Règlement UE N° 1169/2011 (kcal/100 g)	Energie, N x facteur Jones, avec fibres  (kJ/100 g)	Energie, N x facteur Jones, avec fibres  (kcal/100 g)	Eau (g/100 g)	Protéines, N x facteur de Jones (g/100 g)	Protéines, N x 6.25 (g/100 g)	Glucides (g/100 g)	Lipides (g/100 g)	Sucres (g/100 g)	Fructose (g/100 g)	Galactose (g/100 g)	Glucose (g/100 g)	Lactose (g/100 g)	Maltose (g/100 g)	Saccharose (g/100 g)	Amidon (g/100 g)	Fibres alimentaires (g/100 g)	Polyols totaux (g/100 g)	Cendres (g/100 g)	Alcool (g/100 g)	Acides organiques (g/100 g)	AG saturés (g/100 g)	AG monoinsaturés (g/100 g)	AG polyinsaturés (g/100 g)	AG 4:0, butyrique (g/100 g)	AG 6:0, caproïque (g/100 g)	AG 8:0, caprylique (g/100 g)	AG 10:0, caprique (g/100 g)	AG 12:0, laurique (g/100 g)	AG 14:0, myristique (g/100 g)	AG 16:0, palmitique (g/100 g)	AG 18:0, stéarique (g/100 g)	AG 18:1 9c (n-9), oléique (g/100 g)	AG 18:2 9c,12c (n-6), linoléique (g/100 g)	AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)	AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)	AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)	AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)	Cholestérol (mg/100 g)	Sel chlorure de sodium (g/100 g)	Calcium (mg/100 g)	Chlorure (mg/100 g)	Cuivre (mg/100 g)	Fer (mg/100 g)	Iode (µg/100 g)	Magnésium (mg/100 g)	Manganèse (mg/100 g)	Phosphore (mg/100 g)	Potassium (mg/100 g)	Sélénium (µg/100 g)	Sodium (mg/100 g)	Zinc (mg/100 g)	Rétinol (µg/100 g)	Beta-Carotène (µg/100 g)	Vitamine D (µg/100 g)	Vitamine E (mg/100 g)	Vitamine K1 (µg/100 g)	Vitamine K2 (µg/100 g)	Vitamine C (mg/100 g)	Vitamine B1 ou Thiamine (mg/100 g)	Vitamine B2 ou Riboflavine (mg/100 g)	Vitamine B3 ou PP ou Niacine (mg/100 g)	Vitamine B5 ou Acide pantothénique (mg/100 g)	Vitamine B6 (mg/100 g)	Vitamine B9 ou Folates totaux (µg/100 g)	Vitamine B12 (µg/100 g)
02	0202	000000	fruits, légumes, légumineuses et oléagineux	pommes de terre et autres tubercules	-	53201	Taro, tubercule, cuit		555	131	555	131	63,8	0,52	0,52	29,5	0,11	0,49	-	-	-	-	-	-	-	5,1	0	0,97	0	traces	0,023	0,009	0,046	0	0	0	0	0	0	0,019	0,003	-	-	-	-	0	0	0	0,038	18	-	0,2	0,72	-	30	0,45	76	484	-	15	0,27	0	39	0	2,93	1,2	-	5	0,11	0,028	0,51	0,34	0,33	19	0
02	0202	000000	fruits, légumes, légumineuses et oléagineux	pommes de terre et autres tubercules	-	53502	Igname, épluchée, crue		469	111	469	111	69,6	1,53	1,53	23,8	0,17	0,5	0,1	-	0,2	-	-	-	-	4,1	0	0,93	0	traces	0,037	0,006	0,076	0	0	0	0	0	0	0,033	0,0039	-	-	-	-	0	0	0	0,023	17	-	0,18	0,54	-	21	0,4	55	816	-	9	0,24	0	83	0	0,35	2,3	-	17,1	0,11	0,032	0,55	0,31	0,29	23	0
02	0202	000000	fruits, légumes, légumineuses et oléagineux	pommes de terre et autres tubercules	-	53503	Igname, épluchée, bouillie/cuite à l'eau		463	109	463	109	70,1	1,49	1,49	23,6	0,14	0,49	-	-	-	-	-	-	-	3,9	0	0,77	0	traces	0,029	0,005	0,06	0	0	0	0	0	0	0,026	0,0029	-	-	-	-	0	0	0	0,02	14	-	0,15	0,52	-	18	0,37	49	670	-	8	0,2	0	73	0	0,34	2,3	-	12,1	0,095	0,028	0,55	0,31	0,23	16	0
02	0202	000000	fruits, légumes, légumineuses et oléagineux	pommes de terre et autres tubercules	-	54031	Manioc, racine crue		664	157	664	157	59,7	1,31	1,31	36,3	0,29	1,7	-	-	-	-	-	-	30	1,8	0	0,61	0	traces	0,074	0,075	0,048	0	0	0	0	0,00099	0	0,068	0,005	0,074	0,031	0,017	0	0	0	0	0,035	16	-	0,1	0,27	-	21	0,38	27	271	-	14	0,34	0	8	0	0,19	1,9	-	20,6	0,087	0,048	0,85	0,11	0,088	27	0
02	0202	000000	fruits, légumes, légumineuses et oléagineux	pommes de terre et autres tubercules	-	54034	Manioc, racine cuite		561	132	561	132	65,2	0,69	0,69	32	0,043	-	-	-	-	-	-	-	-	0,4	0	0,91	0	traces	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12,1	-	0,018	0,6	-	-	0,038	40,5	-	-	-	0,35	-	-	-	-	-	-	13,1	0,023	0,018	0,47	-	-	-	-
02	0202	000000	fruits, légumes, légumineuses et oléagineux	pommes de terre et autres tubercules	-	54500	Fruit à pain, cru		444	105	444	105	70,7	1,07	1,07	22,2	0,23	11	-	-	-	-	-	-	-	4,9	0	0,93	0	traces	0,048	0,034	0,066	0	0	0	0	0	0	0,031	0,017	-	-	-	-	0	0	0	0,005	17	-	0,084	0,54	-	25	0,06	30	490	-	2	0,12	0	0	0	0,1	0,5	-	29	0,11	0,03	0,9	0,46	0,1	14	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20293	Haricot coco, bouilli/cuit à l'eau		547	131	547	131	61,3	9,63	9,63	13,7	0,5	1,1	< 0,2	-	0,4	< 0,2	< 0,2	0,7	12,3	15,8	< 0,5	1,49	0	0,66	0,11	0,06	0,28	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,09	0,02	0,06	0,12	0,16	< 0,01	< 0,01	< 0,01	-	0,023	72	< 20	0,26	2,7	< 20	53	0,59	180	480	< 20	9	1,2	-	15,6	< 0,25	0,1	3,61	-	1,62	0,17	0,02	0,86	0,14	0,065	71,4	-
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20500	Fève, bouillie/cuite à l'eau		350	82,9	350	82,9	77,9	8,06	8,06	9,35	0,8	0,4	< 0,2	-	< 0,2	< 0,2	< 0,2	0,4	7,6	3,1	< 0,5	0,7	0	0,083	0,16	0,08	0,49	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,14	0,02	0,08	0,45	0,04	< 0,01	< 0,01	< 0,01	0	0,025	37	< 20	0,31	1,5	< 20	37	0,31	160	200	< 20	10	1	0	206	0	0,28	5,52	-	< 0,5	0,043	0,064	0,69	0,12	0,037	65,3	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20502	Haricot blanc, bouilli/cuit à l'eau		469	112	469	112	66,9	6,75	6,75	12	1,1	0,3	< 0,2	-	< 0,2	< 0,2	< 0,2	0,3	11,4	13,8	< 0,5	1	0	0,12	0,25	0,15	0,61	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,21	0,04	0,13	0,24	0,37	< 0,01	< 0,01	< 0,01	0	0,023	120	< 20	0,19	1,7	< 20	33	0,8	110	260	< 20	9,3	0,67	0	5,48	< 0,25	< 0,08	4,37	-	< 0,5	0,03	0,017	0,32	0,061	0,039	31,1	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20503	Haricot rouge, bouilli/cuit à l'eau		487	116	487	116	65	9,63	9,63	12,3	0,6	0,5	< 0,2	-	< 0,2	< 0,2	< 0,2	0,5	11,5	11,6	< 0,5	0,95	0	0,17	0,19	0,16	0,24	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,15	0,03	0,15	0,11	0,13	< 0,01	< 0,01	< 0,01	0	0,021	55	< 20	0,27	2,3	< 20	39	0,44	150	300	< 20	8,4	0,94	0	< 5	< 0,25	< 0,08	1,06	-	< 0,5	0,12	0,022	0,25	0,083	0,067	78,3	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20505	Lentille, bouillie/cuite à l'eau		-	-	-	-	69,6	9,02	9,02	12,2	0,38	1,8	-	-	-	-	-	0,39	-	7,9	-	0,83	0	traces	0,053	0,064	0,18	0	0	0	0	0	0,001	0,045	0,005	-	-	-	-	0	0	0	0,005	26,2	20	0,24	1,44	3	35,6	0,43	180	222	< 10	2	0,98	0	5	0	0,11	1,7	-	1,5	0,17	0,073	1,06	0,64	0,18	181	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20506	Pois cassé, bouilli/cuit à l'eau		-	-	-	-	64,9	8,6	8,6	16,3	1,49	3,85	-	-	-	-	-	0,65	-	7,95	-	0,8	0	traces	0,16	0,33	0,66	0	0	0	0	0,001	0,0025	0,13	0,024	-	-	-	-	0	0	0	0,011	24,7	-	0,19	2,09	2	20,9	0,28	134	327	< 2,2	4,5	0,65	0	10	0	0,19	4,5	-	0,85	0,15	0,06	0,71	0,44	0,094	119	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20507	Pois chiche, bouilli/cuit à l'eau		618	147	618	147	62	8,31	8,31	17,7	3	0,3	< 0,2	-	< 0,2	< 0,2	< 0,2	0,3	14,9	8,2	< 0,5	0,73	0	0,056	0,46	0,82	1,59	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,37	0,07	0,77	1,5	0,08	< 0,01	< 0,01	< 0,01	-	0,027	72	< 20	0,24	1,3	< 20	44	0,86	140	170	< 20	10,9	1,1	0	13	< 0,25	1,22	2,53	-	< 0,5	0,06	0,027	0,21	0,14	0,09	84,4	-
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20508	Haricot flageolet, appertisé, égouttés		-	-	-	-	72	6,1	6,1	12,2	0,79	0,2	< 0,5	-	< 0,5	< 0,5	< 0,5	< 0,5	12	6,3	-	1,5	0	traces	0,11	0,016	0,14	0	0	0	0	0	0,001	0,057	0,007	-	-	-	-	0	0	0	0,73	63,1	-	< 0,1	1,3	< 10	26,5	< 0,1	86	281	< 2,2	293	< 0,1	0	< 50	0	0,37	-	-	< 1	0,07	0,16	0,79	< 0,05	0,05	23	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20510	Lentille, cuisinée, appertisée, égouttée		-	-	-	-	73,5	6,28	6,28	11,8	0,64	0,42	< 0,25	-	< 0,25	< 0,2	< 0,25	0,26	10,2	4	-	1,34	0	traces	0,11	0,15	0,26	< 0,01	< 0,01	< 0,01	0,00032	0,00097	0,0045	0,091	0,014	0,15	0,21	0,05	< 0,01	< 0,01	< 0,01	0	0,59	21	-	0,12	1,67	3	15,8	0,4	82,7	178	2,8	230	0,55	0	25	0	0,19	-	-	traces	0,083	0,043	0,43	0,2	0,12	11	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20511	Haricot blanc, appertisé, égoutté		-	-	-	-	70,1	6,57	6,57	10,9	0,4	0,52	-	-	-	-	-	-	-	7	-	1,36	0	traces	0,11	0,026	0,13	-	-	-	-	-	0	0,071	0,004	-	-	-	-	-	-	0	0,69	73	-	0,23	2,99	3	51	0,52	91	454	-	270	1,12	0	0	0	0,79	2,9	-	0	0,096	0,037	0,11	0,19	0,075	65	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20513	Haricot flageolet, bouilli/cuit à l'eau		469	112	469	112	66,9	6,75	6,75	12	1,1	0,3	< 0,2	-	< 0,2	< 0,2	< 0,2	0,3	11,4	13,8	< 0,5	1	0	0,12	0,25	0,15	0,61	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,21	0,04	0,13	0,24	0,37	< 0,01	< 0,01	< 0,01	-	0,023	120	< 20	0,19	1,7	< 20	33	0,8	110	260	< 20	9,3	0,67	traces	5,48	< 0,25	< 0,08	4,37	-	< 0,5	0,03	0,017	0,32	0,061	0,039	31,1	traces
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20524	Haricot rouge, appertisé, égoutté		-	-	-	-	68,9	8,31	8,31	13	0,97	1	-	-	-	-	-	-	-	7	-	1,29	0	traces	0,41	0,052	0,35	0	0	0	0	0	0,013	0,22	0,1	0,052	0,12	0,23	0	0	0	0	0,68	58	-	0,28	1,5	-	29	0,38	118	250	-	269	0,74	0	0	0	-	-	-	0,2	0,06	0,015	0,42	-	-	23	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20531	Haricot mungo, bouilli/cuit à l'eau		-	-	-	-	72,5	7,54	7,54	11,9	0,55	2,01	-	-	-	-	-	-	-	6,4	-	1,06	0	traces	0,038	0,029	0,36	0	0	0	0	0	0	0,038	0	-	-	-	-	0	0	0	0,018	53	-	0,14	1,75	-	63	0,41	156	231	-	7	0,83	0	19	0	0,15	2,7	-	1	0,15	0,075	1,5	0,43	0,058	94	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20532	Pois chiche, appertisé, égoutté		-	-	-	-	72,1	6,74	6,74	15	2,68	0,5	-	-	-	-	-	0,44	-	5,45	-	1	0	traces	0,3	0,47	0,92	0	0	0	0	0	0,003	0,17	0,03	0,47	0,89	0,032	0	0	0	0	0,54	41,2	-	0,21	1,15	-	27,5	0,67	82,5	135	23,3	216	0,93	0	11,5	0	0,29	3,4	-	0,1	0,03	0,015	0,14	0,3	0,29	36,5	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20540	Haricot flageolet, vert, bouilli/cuit à l'eau		-	-	-	-	63	5,63	5,63	15,8	1,1	0,5	-	-	-	-	-	-	-	16,5	-	1,01	0	traces	0,19	0,11	0,58	< 0,00044	< 0,00044	< 0,00044	< 0,00044	< 0,00044	< 0,00044	0,15	0,021	0,092	0,2	0,38	< 0,00044	< 0,00044	< 0,00044	< 0,7	0,071	68	9,36	0,18	1,8	< 20	32	0,47	97	360	< 50	28,2	0,6	0	< 10	< 0,5	< 0,08	1,45	-	< 0,5	0,072	0,02	0,31	0,065	0,064	34,6	0
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20542	Fève, pelée, surgelée, cuite à l'eau		-	-	-	-	80,7	6,4	6,4	9	0,5	< 0,2	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,2	8,6	2,9	-	0,42	0	0	0,11	0,08	0,28	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,092	0,018	0,08	0,26	0,02	< 0,01	< 0,01	< 0,01	-	0,018	31	4,13	0,17	1,3	< 20	22	0,18	97	97	< 20	7,2	0,62	-	83,6	< 0,25	-	3,2	-	< 0,5	0,043	0,038	0,57	0,28	0,042	49,1	-
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20543	Fève, surgelée, bouillie/cuite à l'eau		-	-	-	-	80,5	5,6	5,6	7,4	< 0,5	1	< 0,2	-	< 0,2	< 0,2	< 0,2	1	6,4	5,8	-	0,61	0	0	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,02	61	9,8	0,21	0,93	< 20	26	0,23	88	150	< 20	8	0,55	-	102	< 0,25	-	4,16	-	< 0,5	0,061	0,055	0,98	0,13	0,038	37,1	-
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20587	Lentille verte, bouillie/cuite à l'eau		535	127	535	127	64,8	10,1	10,1	16,2	0,58	0,2	< 0,2	-	< 0,2	< 0,2	< 0,2	0,2	15,8	8,45	< 0,5	0,81	0	0,094	0,093	0,13	0,18	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,075	0,017	0,13	0,15	0,032	< 0,01	< 0,01	< 0,01	-	0,015	39,5	17	0,25	2,45	< 20	34	0,44	160	215	< 20	5,8	1,25	-	16,8	< 0,25	0,53	2,65	-	< 0,5	0,094	0,022	0,52	0,24	0,11	50,5	-
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20588	Lentille blonde, bouillie/cuite à l'eau		-	-	-	-	66,4	9,7	9,7	16,3	0,7	0,4	< 0,2	-	< 0,2	< 0,2	< 0,2	0,4	14,2	6	-	0,86	0	0	0,13	0,18	0,34	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,11	0,02	0,18	0,28	0,06	< 0,01	< 0,01	< 0,01	-	< 0,13	32	17,5	0,3	2,5	< 20	31	0,46	120	230	< 20	< 5	1,1	-	13,6	< 0,25	-	0,93	-	< 0,5	0,087	< 0,01	0,57	0,35	0,13	43,1	-
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20589	Lentille corail, bouillie/cuite à l'eau		-	-	-	-	65,1	10,6	10,6	15	0,5	0,26	< 0,2	-	< 0,2	< 0,2	< 0,2	0,26	14,7	8,2	-	0,62	0	0	0,09	0,13	0,28	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,08	0,01	0,13	0,22	0,06	< 0,01	< 0,01	< 0,01	-	< 0,13	21	15	0,29	2,2	< 20	25	0,39	110	190	< 20	< 5	1,3	-	12,5	< 0,25	-	2,56	-	< 0,5	0,12	< 0,01	0,47	0,24	0,082	23	-
02	0203	020301	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses cuites	20700	Légume sec, cuit (aliment moyen)						69,1	8,38	8,38	12,1	0,62	1,31						0,37		9,34		0,87	0	0,041	0,12	0,094	0,32	0,0018	0,0018	0,0018	0,0018	0,0018	0,0026	0,099	0,016					0,0018	0,0018	0	0,012	52,7	16,4	0,23	1,55	5,47	34,9	0,52	159	235	6,73	4,63	0,9	0	16	0,038	0,099	2,63		1,05	0,12	0,056	0,81	0,44	0,13	131	0
02	0203	020302	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses fraîches	20517	Fève à écosser, fraîche		-	-	-	-	76,8	6,76	6,76	4,2	0,67	0,37	-	-	-	-	-	-	3,83	5,85	-	1,11	0	traces	0,13	0,061	0,33	-	-	-	-	0,001	0,002	0,093	0,023	-	-	-	-	-	-	0	0,094	29,5	14	0,24	1,73	-	35,5	0,49	112	291	0,6	37,5	0,79	0	196	0	1,16	40,9	-	18,4	0,15	0,2	1,87	0,16	0,071	122	0
02	0203	020302	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses fraîches	20521	Lentille, germée		-	-	-	-	67,3	8,86	8,86	19	0,58	-	-	-	-	-	-	-	-	3,1	-	1	0	traces	0,061	0,11	0,23	-	-	-	-	-	-	0,055	0,0064	0,11	0,19	0,041	-	-	-	0	0,028	25	-	0,35	3,21	-	37	0,51	173	322	-	11	1,51	0	-	0	-	-	-	16,5	0,23	0,13	1,13	0,58	0,19	100	0
02	0203	020302	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses fraîches	20534	Lupin, graine crue		-	-	-	-	10,4	36,2	36,2	21,5	9,74	-	-	-	-	-	-	-	-	18,9	-	3,28	0	traces	1,16	3,94	2,44	-	-	-	-	0,008	0,013	0,74	0,32	-	-	-	-	-	-	0	0,038	176	-	1,02	4,36	-	198	2,38	440	1010	-	15	4,75	0	0	0	-	-	-	4,8	0,64	0,22	2,19	0,75	0,36	355	0
02	0203	020302	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses fraîches	20536	Fève, fraîche, surgelée		-	-	-	-	75,8	7,5	7,5	7,95	0,22	2,15	-	-	-	-	-	-	-	3,6	-	0,022	0	traces	0,1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,83	0,022	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
02	0203	020302	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses fraîches	20537	Haricot flageolet, surgelé		-	-	-	-	55,1	9,32	9,32	25,6	0,7	0,4	-	-	-	-	-	-	-	4,4	-	0,78	0	traces	0,1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,78	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
02	0203	020302	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses fraîches	20541	Fève, pelée, surgelée, crue		-	-	-	-	-	14,9	14,9	14,9	0,3	2	-	-	-	-	-	-	-	6,5	-	0,038	0	traces	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,038	-	-	-	-	-	-	-	-	-	-	15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20501	Haricot blanc, sec		-	-	-	-	10,6	19,1	19,1	43,9	1,78	1,92	-	-	-	-	-	-	42	16,8	-	4,05	0	traces	0,22	0,074	0,36	0	0	0	0	0	0,001	0,21	0,013	-	-	-	-	0	0	0	0,028	183	47	0,73	7,97	0,6	187	1,9	363	1660	8,8	11	3,23	0	0	0	0,28	5,6	-	2,04	0,44	0,15	0,48	0,86	0,41	307	0
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20504	Lentille, sèche		-	-	-	-	8,96	25,4	25,4	50,6	1,34	1,25	0,17	0	0	0	0,18	0,9	49,3	7,63	-	2,54	0	traces	0,13	0,19	0,53	0	0	0	0	0	0,0025	0,11	0,012	-	-	-	-	0	0	0	0,21	45,4	64	0,71	6,51	0,7	62	1,39	326	674	12	74	3,17	0	23	0	0,49	5	-	4,5	0,69	0,21	2,3	1,75	0,55	257	0
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20515	Pois cassé, sec		-	-	-	-	8,33	22,8	22,8	52	1,44	2,75	< 0,1	-	0,15	< 0,1	< 0,1	2,51	-	15,8	-	2,64	0	traces	0,23	0,22	0,75	0	0	0	0	0,0025	0,0017	0,2	0,03	0,19	0,62	0,13	< 0,00021	< 0,00021	< 0,00021	0	0,051	37,4	56	0,75	5,16	0,5	65,5	1,21	364	969	14	15,4	3,68	0	89	0	0,09	47,8	-	1,4	0,77	0,2	2,69	1,88	0,12	154	0
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20516	Pois chiche, sec		-	-	-	-	8,99	20,5	20,5	47,5	5,85	6,5	< 0,2	-	< 0,2	< 0,2	< 0,2	2,3	40	13,3	-	2,79	0	traces	0,55	1,34	2,67	0	0	0	0	0	0,0082	0,46	0,079	1,02	2,03	0,1	< 0,0018	< 0,00092	< 0,00092	0	0,08	90,5	60	0,71	5,36	0,6	120	2,2	276	759	2	23,2	1,88	0	40	0	3,1	9	-	3,5	0,49	0,18	1,52	1,59	0,48	369	0
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20518	Fève, sèche		-	-	-	-	11	26,1	26,1	33,3	1,53	5,7	-	-	-	-	-	-	-	25	-	3,08	0	traces	0,25	0,3	0,63	0	0	0	0	0,004	0,002	0,2	0,031	-	-	-	-	0	0	0	0,033	103	-	0,82	6,7	-	192	1,63	421	1060	-	13	3,14	0	32	0	0,05	9	-	1,4	0,56	0,33	2,83	0,98	0,37	423	0
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20525	Haricot rouge, sec		-	-	-	-	11,8	22,5	22,5	46,1	1,06	2,1	-	-	-	-	-	-	-	15,2	-	3,37	0	traces	0,15	0,082	0,59	0	0	0	0	0	0	0,14	0,018	-	-	-	-	0	0	0	0,03	83	-	0,7	6,69	1,9	138	1,11	406	1360	-	12	2,79	0	0	0	0,21	5,6	-	4,5	0,61	0,22	2,11	0,78	0,4	394	0
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20530	Haricot mungo, sec		-	-	-	-	9,52	24,5	24,5	47,6	1,42	-	-	-	-	-	-	-	-	16,7	-	3,33	0	traces	0,24	0,13	0,73	0	0	0	0	0	0	0,17	0,063	0,13	0,37	0,028	0	0	0	0	0,066	113	-	0,96	7,16	-	228	1,28	387	1110	8,8	26,5	3,02	0	-	0	1,9	170	-	12,2	0,45	0,24	1,85	0,55	0,39	421	0
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20535	Lentille corail, sèche		-	-	-	-	8,8	27,7	27,7	44,9	0,8	1,29	< 0,2	-	< 0,2	< 0,2	< 0,2	1,29	43,6	15,4	-	2,35	0	traces	0,14	0,23	0,37	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,0093	0,1	0,028	0,23	0,28	0,09	< 0,01	< 0,01	< 0,01	0	< 0,13	29	78,2	0,82	6,3	< 20	74	1,2	330	750	< 20	< 5	3,9	0	29,9	< 0,25	-	9,25	-	< 0,5	0,32	0,018	1,42	1,05	0,41	124	0
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20539	Haricot flageolet, vert, sec		-	-	-	-	8,5	19,1	19,1	42,1	2,6	-	-	-	-	-	-	-	24,1	23,4	-	4,41	0	traces	0,35	0,24	1,49	< 0,001	< 0,001	< 0,001	< 0,001	< 0,001	0,0021	0,27	0,037	0,19	0,47	1,02	< 0,001	< 0,001	< 0,001	< 0,7	0,02	-	38,6	0,68	7,3	< 20	160	1,6	440	-	< 50	7,9	2,3	-	27	< 0,5	0,08	13,7	-	< 0,5	0,31	0,03	1,93	0,68	0,41	121	-
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20585	Lentille verte, sèche		-	-	-	-	9,5	25,1	25,1	44,5	1,8	1,1	< 0,2	-	< 0,2	< 0,2	< 0,2	1,1	38,5	16,4	-	2,74	0	traces	0,24	0,45	0,95	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,19	0,03	0,42	0,73	0,21	< 0,01	< 0,01	< 0,01	-	< 0,13	64	81	0,6	6,3	< 20	97	1	480	940	< 20	< 5	3,4	-	36,7	< 0,25	-	11,9	-	1,63	0,29	0,046	1,98	1,34	0,35	117	-
02	0203	020303	fruits, légumes, légumineuses et oléagineux	légumineuses	légumineuses sèches	20586	Lentille blonde, sèche		-	-	-	-	8,8	26,1	26,1	48,3	1,9	1,4	< 0,2	-	< 0,2	< 0,2	< 0,2	1,4	36,4	12,1	-	2,8	0	traces	0,32	0,52	0,94	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,02	0,25	0,05	0,48	0,72	0,21	< 0,01	< 0,01	< 0,01	-	< 0,13	54	75,2	0,79	7,4	< 20	91	1,2	360	780	50	< 5	3	-	30,7	< 0,25	-	9,82	-	< 0,5	0,32	0,029	1,92	1,62	0,44	103	-
