Commune;Codepos;Departement;INSEE
ST LAURENT EN CAUX;76560;SEINE MARITIME;76597
ST LEGER AUX BOIS;76340;SEINE MARITIME;76598
ST LEGER DU BOURG DENIS;76160;SEINE MARITIME;76599
ST LEONARD;76400;SEINE MARITIME;76600
ST LUCIEN;76780;SEINE MARITIME;76601
ST MACLOU DE FOLLEVILLE;76890;SEINE MARITIME;76602
ST MACLOU LA BRIERE;76110;SEINE MARITIME;76603
ST MARDS;76730;SEINE MARITIME;76604
STE MARGUERITE SUR MER;76119;SEINE MARITIME;76605
MORIENNE;76390;SEINE MARITIME;76606
STE MARGUERITE SUR FAUVIL;76640;SEINE MARITIME;76607
STE MARGUERITE SUR DUCLAI;76480;SEINE MARITIME;76608
STE MARIE AU BOSC;76280;SEINE MARITIME;76609
STE MARIE DES CHAMPS;76190;SEINE MARITIME;76610
ST MARTIN AUX ARBRES;76760;SEINE MARITIME;76611
ST MARTIN AU BOSC;76340;SEINE MARITIME;76612
ST MARTIN AUX BUNEAUX;76540;SEINE MARITIME;76613
ST MARTIN DE BOSCHERVILLE;76840;SEINE MARITIME;76614
ST MARTIN DU BEC;76133;SEINE MARITIME;76615
ST MARTIN DU MANOIR;76290;SEINE MARITIME;76616
ST MARTIN DU VIVIER;76160;SEINE MARITIME;76617
ST MARTIN EN CAMPAGNE;76370;SEINE MARITIME;76618
ST MARTIN LE GAILLARD;76260;SEINE MARITIME;76619
ST MARTIN L HORTIER;76270;SEINE MARITIME;76620
ST MARTIN OMONVILLE;76680;SEINE MARITIME;76621
ST MAURICE D ETELAN;76330;SEINE MARITIME;76622
ST MICHEL D HALLESCOURT;76440;SEINE MARITIME;76623
ST NICOLAS D ALIERMONT;76510;SEINE MARITIME;76624
ST NICOLAS DE BLIQUETUIT;76940;SEINE MARITIME;76625
ST NICOLAS DE LA HAIE;76490;SEINE MARITIME;76626
ST NICOLAS DE LA TAILLE;76170;SEINE MARITIME;76627
ST OUEN DU BREUIL;76890;SEINE MARITIME;76628
ST OUEN LE MAUGER;76730;SEINE MARITIME;76629
ST OUEN SOUS BAILLY;76630;SEINE MARITIME;76630
ST PAER;76480;SEINE MARITIME;76631
ST PIERRE BENOUVILLE;76890;SEINE MARITIME;76632
ST PIERRE DE MANNEVILLE;76113;SEINE MARITIME;76634
ST PIERRE DES JONQUIERES;76660;SEINE MARITIME;76635
ST PIERRE DE VARENGEVILLE;76480;SEINE MARITIME;76636
ST PIERRE EN PORT;76540;SEINE MARITIME;76637
ST PIERRE EN VAL;76260;SEINE MARITIME;76638
ST PIERRE LAVIS;76640;SEINE MARITIME;76639
ST PIERRE LES ELBEUF;76320;SEINE MARITIME;76640
ST PIERRE LE VIEUX;76740;SEINE MARITIME;76641
ST PIERRE LE VIGER;76740;SEINE MARITIME;76642
ST QUENTIN AU BOSC;76630;SEINE MARITIME;76643
ST REMY BOSCROCOURT;76260;SEINE MARITIME;76644
ST RIQUIER EN RIVIERE;76340;SEINE MARITIME;76645
ST RIQUIER ES PLAINS;76460;SEINE MARITIME;76646
ST ROMAIN DE COLBOSC;76430;SEINE MARITIME;76647
ST SAENS;76680;SEINE MARITIME;76648
ST SAIRE;76270;SEINE MARITIME;76649
ST SAUVEUR D EMALLEVILLE;76110;SEINE MARITIME;76650
ST SYLVAIN;76460;SEINE MARITIME;76651
ST VAAST D EQUIQUEVILLE;76510;SEINE MARITIME;76652
ST VAAST DIEPPEDALLE;76450;SEINE MARITIME;76653
ST VAAST DU VAL;76890;SEINE MARITIME;76654
ST VALERY EN CAUX;76460;SEINE MARITIME;76655
ST VICTOR L ABBAYE;76890;SEINE MARITIME;76656
ST VIGOR D YMONVILLE;76430;SEINE MARITIME;76657
ST VINCENT CRAMESNIL;76430;SEINE MARITIME;76658
ST WANDRILLE RANCON;76490;SEINE MARITIME;76659
SANDOUVILLE;76430;SEINE MARITIME;76660
SASSETOT LE MALGARDE;76730;SEINE MARITIME;76662
SASSETOT MAUCONDUIT;76540;SEINE MARITIME;76663
SASSEVILLE;76450;SEINE MARITIME;76664
SAUCHAY;76630;SEINE MARITIME;76665
SAUMONT LA POTERIE;76440;SEINE MARITIME;76666
SAUQUEVILLE;76550;SEINE MARITIME;76667
SAUSSAY;76760;SEINE MARITIME;76668
SAUSSEUZEMARE EN CAU;76110;SEINE MARITIME;76669
SENNEVILLE SUR FECAMP;76400;SEINE MARITIME;76670
SEPT MEULES;76260;SEINE MARITIME;76671
SERQUEUX;76440;SEINE MARITIME;76672
SERVAVILLE SALMONVILLE;76116;SEINE MARITIME;76673
SEVIS;76850;SEINE MARITIME;76674
SIERVILLE;76690;SEINE MARITIME;76675
SIGY EN BRAY;76780;SEINE MARITIME;76676
SMERMESNIL;76660;SEINE MARITIME;76677
SOMMERY;76440;SEINE MARITIME;76678
SOMMESNIL;76560;SEINE MARITIME;76679
SORQUAINVILLE;76540;SEINE MARITIME;76680
SOTTEVILLE LES ROUEN;76300;SEINE MARITIME;76681
SOTTEVILLE SOUS LE VAL;76410;SEINE MARITIME;76682
SOTTEVILLE SUR MER;76740;SEINE MARITIME;76683
TANCARVILLE;76430;SEINE MARITIME;76684
THEROULDEVILLE;76540;SEINE MARITIME;76685
THEUVILLE AUX MAILLOTS;76540;SEINE MARITIME;76686
THIERGEVILLE;76540;SEINE MARITIME;76688
THIETREVILLE;76540;SEINE MARITIME;76689
THIL MANNEVILLE;76730;SEINE MARITIME;76690
LE THIL RIBERPRE;76440;SEINE MARITIME;76691
THIOUVILLE;76450;SEINE MARITIME;76692
LE TILLEUL;76790;SEINE MARITIME;76693
TOCQUEVILLE EN CAUX;76730;SEINE MARITIME;76694
TOCQUEVILLE LES MURS;76110;SEINE MARITIME;76695
TOCQUEVILLE SUR EU;76910;SEINE MARITIME;76696
TORCY LE GRAND;76590;SEINE MARITIME;76697
TORCY LE PETIT;76590;SEINE MARITIME;76698
LE TORP MESNIL;76560;SEINE MARITIME;76699
TOTES;76890;SEINE MARITIME;76700
TOUFFREVILLE LA CABLE;76170;SEINE MARITIME;76701
TOUFFREVILLE LA CORBELINE;76190;SEINE MARITIME;76702
TOUFFREVILLE SUR EU;76910;SEINE MARITIME;76703
TOURVILLE LA CHAPELLE;76630;SEINE MARITIME;76704
TOURVILLE LA RIVIERE;76410;SEINE MARITIME;76705
TOURVILLE LES IFS;76400;SEINE MARITIME;76706
TOURVILLE SUR ARQUES;76550;SEINE MARITIME;76707
TOUSSAINT;76400;SEINE MARITIME;76708
LE TRAIT;76580;SEINE MARITIME;76709
TREMAUVILLE;76640;SEINE MARITIME;76710
LE TREPORT;76470;SEINE MARITIME;76711
LA TRINITE DU MONT;76170;SEINE MARITIME;76712
TRIQUERVILLE;76170;SEINE MARITIME;76713
LES TROIS PIERRES;76430;SEINE MARITIME;76714
TROUVILLE ALLIQUERVILLE;76210;SEINE MARITIME;76715
TURRETOT;76280;SEINE MARITIME;76716
VAL DE LA HAYE;76380;SEINE MARITIME;76717
VALLIQUERVILLE;76190;SEINE MARITIME;76718
VALMONT;76540;SEINE MARITIME;76719
VARENGEVILLE SUR MER;76119;SEINE MARITIME;76720
VARNEVILLE BRETTEVILLE;76890;SEINE MARITIME;76721
VASSONVILLE;76890;SEINE MARITIME;76723
VATIERVILLE;76270;SEINE MARITIME;76724
VATTETOT SOUS BEAUMONT;76110;SEINE MARITIME;76725
VATTETOT SUR MER;76111;SEINE MARITIME;76726
VATTEVILLE LA RUE;76940;SEINE MARITIME;76727
LA VAUPALIERE;76150;SEINE MARITIME;76728
VEAUVILLE LES BAONS;76190;SEINE MARITIME;76729
VEAUVILLE LES QUELLE;76560;SEINE MARITIME;76730
VENESTANVILLE;76730;SEINE MARITIME;76731
BUTOT VENESVILLE;76450;SEINE MARITIME;76732
VENTES ST REMY;76680;SEINE MARITIME;76733
VERGETOT;76280;SEINE MARITIME;76734
VEULES LES ROSES;76980;SEINE MARITIME;76735
VEULETTES SUR MER;76450;SEINE MARITIME;76736
VIBEUF;76760;SEINE MARITIME;76737
VIEUX MANOIR;76750;SEINE MARITIME;76738
VIEUX ROUEN SUR BRESLE;76390;SEINE MARITIME;76739
LA VIEUX RUE;76160;SEINE MARITIME;76740
VILLAINVILLE;76280;SEINE MARITIME;76741
VILLEQUIER;76490;SEINE MARITIME;76742
VILLERS ECALLES;76360;SEINE MARITIME;76743
VILLERS SOUS FOUCARMONT;76340;SEINE MARITIME;76744
VILLY LE BAS;76260;SEINE MARITIME;76745
VINNEMERVILLE;76540;SEINE MARITIME;76746
VIRVILLE;76110;SEINE MARITIME;76747
VITTEFLEUR;76450;SEINE MARITIME;76748
WANCHY CAPVAL;76660;SEINE MARITIME;76749
YAINVILLE;76480;SEINE MARITIME;76750
YEBLERON;76640;SEINE MARITIME;76751
YERVILLE;76760;SEINE MARITIME;76752
YMARE;76520;SEINE MARITIME;76753
YPORT;76111;SEINE MARITIME;76754
YPREVILLE BIVILLE;76540;SEINE MARITIME;76755
YQUEBEUF;76690;SEINE MARITIME;76756
YVECRIQUE;76560;SEINE MARITIME;76757
YVETOT;76190;SEINE MARITIME;76758
YVILLE SUR SEINE;76530;SEINE MARITIME;76759
YPREVILLE;76540;SEINE MARITIME;76900
GOURNAY EN CAUX;76700;SEINE MARITIME;76901
LA MAINE;76150;SEINE MARITIME;76902
LE PETIT APPEVILLE;76550;SEINE MARITIME;76903
LES ESSARTS;76530;SEINE MARITIME;76904
LES GRANDES DALLES;76540;SEINE MARITIME;76905
LES PETITES DALLES;76540;SEINE MARITIME;76906
MAYVILLE;76700;SEINE MARITIME;76907
MESNIL VAL;76910;SEINE MARITIME;76908
BAPEAUME LES ROUEN;76380;SEINE MARITIME;76920
DIEPPEDALLE CROISSET;76380;SEINE MARITIME;76922
ACHERES LA FORET;77760;SEINE ET MARNE;77001
AMILLIS;77120;SEINE ET MARNE;77002
AMPONVILLE;77760;SEINE ET MARNE;77003
ANDREZEL;77390;SEINE ET MARNE;77004
ANNET SUR MARNE;77410;SEINE ET MARNE;77005
ARBONNE LA FORET;77630;SEINE ET MARNE;77006
ARGENTIERES;77390;SEINE ET MARNE;77007
ARMENTIERES EN BRIE;77440;SEINE ET MARNE;77008
ARVILLE;77890;SEINE ET MARNE;77009
AUBEPIERRE OZOUER LE REPO;77720;SEINE ET MARNE;77010
AUFFERVILLE;77570;SEINE ET MARNE;77011
AUGERS EN BRIE;77560;SEINE ET MARNE;77012
AULNOY;77120;SEINE ET MARNE;77013
AVON;77210;SEINE ET MARNE;77014
BABY;77480;SEINE ET MARNE;77015
BAGNEAUX SUR LOING;77167;SEINE ET MARNE;77016
BAILLY CARROIS;77720;SEINE ET MARNE;77017
BAILLY ROMAINVILLIERS;77700;SEINE ET MARNE;77018
BALLOY;77118;SEINE ET MARNE;77019
BANNOST VILLEGAGNON;77970;SEINE ET MARNE;77020
BARBEY;77130;SEINE ET MARNE;77021
BARBIZON;77630;SEINE ET MARNE;77022
BARCY;77910;SEINE ET MARNE;77023
BASSEVELLE;77750;SEINE ET MARNE;77024
BAZOCHES LES BRAY;77118;SEINE ET MARNE;77025
BEAUCHERY ST MARTIN;77560;SEINE ET MARNE;77026
BEAUMONT DU GATINAIS;77890;SEINE ET MARNE;77027
BEAUTHEIL;77120;SEINE ET MARNE;77028
BEAUVOIR;77390;SEINE ET MARNE;77029
BELLOT;77510;SEINE ET MARNE;77030
BERNAY VILBERT;77540;SEINE ET MARNE;77031
BETON BAZOCHES;77320;SEINE ET MARNE;77032
BEZALLES;77970;SEINE ET MARNE;77033
BLANDY;77115;SEINE ET MARNE;77034
BLENNES;77940;SEINE ET MARNE;77035
BOISDON;77970;SEINE ET MARNE;77036
BOIS LE ROI;77590;SEINE ET MARNE;77037
BOISSETTES;77350;SEINE ET MARNE;77038
BOISSISE LA BERTRAND;77350;SEINE ET MARNE;77039
BOISSISE LE ROI;77310;SEINE ET MARNE;77040
BOISSY AUX CAILLES;77760;SEINE ET MARNE;77041
BOISSY LE CHATEL;77169;SEINE ET MARNE;77042
BOITRON;77750;SEINE ET MARNE;77043
BOMBON;77720;SEINE ET MARNE;77044
BOUGLIGNY;77570;SEINE ET MARNE;77045
BOULANCOURT;77760;SEINE ET MARNE;77046
BOULEURS;77580;SEINE ET MARNE;77047
BOURRON MARLOTTE;77780;SEINE ET MARNE;77048
BOUTIGNY;77470;SEINE ET MARNE;77049
BRANSLES;77620;SEINE ET MARNE;77050
BRAY SUR SEINE;77480;SEINE ET MARNE;77051
BREAU;77720;SEINE ET MARNE;77052
BRIE COMTE ROBERT;77170;SEINE ET MARNE;77053
LA BROSSE MONTCEAUX;77940;SEINE ET MARNE;77054
BROU SUR CHANTEREINE;77177;SEINE ET MARNE;77055
BURCY;77890;SEINE ET MARNE;77056
BUSSIERES;77750;SEINE ET MARNE;77057
BUSSY ST GEORGES;77600;SEINE ET MARNE;77058
BUSSY ST MARTIN;77600;SEINE ET MARNE;77059
BUTHIERS;77760;SEINE ET MARNE;77060
CANNES ECLUSES;77130;SEINE ET MARNE;77061
CARNETIN;77400;SEINE ET MARNE;77062
LA CELLE SUR MORIN;77515;SEINE ET MARNE;77063
LA CELLE SUR SEINE;77670;SEINE ET MARNE;77064
CELY;77930;SEINE ET MARNE;77065
CERNEUX;77320;SEINE ET MARNE;77066
CESSON;77240;SEINE ET MARNE;77067
CESSOY EN MONTOIS;77520;SEINE ET MARNE;77068
CHAILLY EN BIERE;77930;SEINE ET MARNE;77069
CHAILLY EN BRIE;77120;SEINE ET MARNE;77070
CHAINTREAUX;77460;SEINE ET MARNE;77071
CHALAUTRE LA GRANDE;77171;SEINE ET MARNE;77072
CHALAUTRE LA PETITE;77160;SEINE ET MARNE;77073
CHALAUTRE LA REPOSTE;77520;SEINE ET MARNE;77074
CHALIFERT;77144;SEINE ET MARNE;77075
CHALMAISON;77650;SEINE ET MARNE;77076
CHAMBRY;77910;SEINE ET MARNE;77077
CHAMIGNY;77260;SEINE ET MARNE;77078
CHAMPAGNE SUR SEINE;77430;SEINE ET MARNE;77079
CHAMPCENEST;77560;SEINE ET MARNE;77080
CHAMPDEUIL;77390;SEINE ET MARNE;77081
CHAMPEAUX;77720;SEINE ET MARNE;77082
CHAMPS SUR MARNE;77420;SEINE ET MARNE;77083
CHANGIS SUR MARNE;77660;SEINE ET MARNE;77084
CHANTELOUP EN BRIE;77600;SEINE ET MARNE;77085
LA CHAPELLE GAUTHIER;77720;SEINE ET MARNE;77086
LA CHAPELLE IGER;77540;SEINE ET MARNE;77087
LA CHAPELLE LA REINE;77760;SEINE ET MARNE;77088
LA CHAPELLE RABLAIS;77370;SEINE ET MARNE;77089
LA CHAPELLE ST SULPICE;77160;SEINE ET MARNE;77090
LES CHAPELLES BOURBON;77610;SEINE ET MARNE;77091
LA CHAPELLE SUR CRECY;77580;SEINE ET MARNE;77092
LA CHAPELLE MOUTILS;77320;SEINE ET MARNE;77093
CHARMENTRAY;77410;SEINE ET MARNE;77094
CHARNY;77410;SEINE ET MARNE;77095
CHARTRETTES;77590;SEINE ET MARNE;77096
CHARTRONGES;77320;SEINE ET MARNE;77097
CHATEAUBLEAU;77370;SEINE ET MARNE;77098
CHATEAU LANDON;77570;SEINE ET MARNE;77099
LE CHATELET EN BRIE;77820;SEINE ET MARNE;77100
CHATENAY SUR SEINE;77126;SEINE ET MARNE;77101
CHATENOY;77167;SEINE ET MARNE;77102
CHATILLON LA BORDE;77820;SEINE ET MARNE;77103
CHATRES;77610;SEINE ET MARNE;77104
CHAUCONIN;77124;SEINE ET MARNE;77105
CHAUFFRY;77169;SEINE ET MARNE;77106
CHAUMES EN BRIE;77390;SEINE ET MARNE;77107
CHELLES;77500;SEINE ET MARNE;77108
CHENOISE;77160;SEINE ET MARNE;77109
CHENOU;77570;SEINE ET MARNE;77110
CHESSY;77700;SEINE ET MARNE;77111
CHEVRAINVILLIERS;77760;SEINE ET MARNE;77112
CHEVRU;77320;SEINE ET MARNE;77113
CHEVRY COSSIGNY;77173;SEINE ET MARNE;77114
CHEVRY EN SEREINE;77710;SEINE ET MARNE;77115
CHOISY EN BRIE;77320;SEINE ET MARNE;77116
CITRY;77730;SEINE ET MARNE;77117
CLAYE SOUILLY;77410;SEINE ET MARNE;77118
CLOS FONTAINE;77370;SEINE ET MARNE;77119
COCHEREL;77440;SEINE ET MARNE;77120
COLLEGIEN;77090;SEINE ET MARNE;77121
COMBS LA VILLE;77380;SEINE ET MARNE;77122
COMPANS;77290;SEINE ET MARNE;77123
CONCHES SUR GONDOIRE;77600;SEINE ET MARNE;77124
CONDE STE LIBIAIRE;77450;SEINE ET MARNE;77125
CONGIS SUR THEROUANNE;77440;SEINE ET MARNE;77126
COUBERT;77170;SEINE ET MARNE;77127
COUILLY PONT AUX DAMES;77860;SEINE ET MARNE;77128
COULOMBS EN VALOIS;77840;SEINE ET MARNE;77129
COULOMMES;77580;SEINE ET MARNE;77130
COULOMMIERS;77120;SEINE ET MARNE;77131
COUPVRAY;77700;SEINE ET MARNE;77132
COURCELLES EN BASSEE;77126;SEINE ET MARNE;77133
COURCHAMP;77560;SEINE ET MARNE;77134
COURPALAY;77540;SEINE ET MARNE;77135
COURQUETAINE;77390;SEINE ET MARNE;77136
COURTACON;77560;SEINE ET MARNE;77137
COURTOMER;77390;SEINE ET MARNE;77138
COURTRY;77181;SEINE ET MARNE;77139
COUTENCON;77154;SEINE ET MARNE;77140
COUTEVROULT;77580;SEINE ET MARNE;77141
CRECY LA CHAPELLE;77580;SEINE ET MARNE;77142
CREGY LES MEAUX;77124;SEINE ET MARNE;77143
CREVECOEUR EN BRIE;77610;SEINE ET MARNE;77144
CRISENOY;77390;SEINE ET MARNE;77145
CROISSY BEAUBOURG;77183;SEINE ET MARNE;77146
LA CROIX EN BRIE;77370;SEINE ET MARNE;77147
CROUY SUR OURCQ;77840;SEINE ET MARNE;77148
CUCHARMOY;77160;SEINE ET MARNE;77149
CUISY;77165;SEINE ET MARNE;77150
DAGNY;77320;SEINE ET MARNE;77151
DAMMARIE LES LYS;77190;SEINE ET MARNE;77152
DAMMARTIN EN GOELE;77230;SEINE ET MARNE;77153
DAMMARTIN SUR TIGEAUX;77163;SEINE ET MARNE;77154
DAMPMART;77400;SEINE ET MARNE;77155
DARVAULT;77140;SEINE ET MARNE;77156
DHUISY;77440;SEINE ET MARNE;77157
DIANT;77940;SEINE ET MARNE;77158
DONNEMARIE DONTILLY;77520;SEINE ET MARNE;77159
DORMELLES;77130;SEINE ET MARNE;77161
DOUE;77510;SEINE ET MARNE;77162
DOUY LA RAMEE;77139;SEINE ET MARNE;77163
ECHOUBOULAINS;77830;SEINE ET MARNE;77164
LES ECRENNES;77820;SEINE ET MARNE;77165
ECUELLES;77250;SEINE ET MARNE;77166
EGLIGNY;77126;SEINE ET MARNE;77167
EGREVILLE;77620;SEINE ET MARNE;77168
EMERAINVILLE;77184;SEINE ET MARNE;77169
EPISY;77250;SEINE ET MARNE;77170
ESBLY;77450;SEINE ET MARNE;77171
ESMANS;77940;SEINE ET MARNE;77172
ETREPILLY;77139;SEINE ET MARNE;77173
EVERLY;77157;SEINE ET MARNE;77174
EVRY GREGY SUR YERRE;77166;SEINE ET MARNE;77175
FAREMOUTIERS;77515;SEINE ET MARNE;77176
FAVIERES;77220;SEINE ET MARNE;77177
FAY LES NEMOURS;77167;SEINE ET MARNE;77178
FERICY;77133;SEINE ET MARNE;77179
FEROLLES ATTILLY;77150;SEINE ET MARNE;77180
FERRIERES;77164;SEINE ET MARNE;77181
LA FERTE GAUCHER;77320;SEINE ET MARNE;77182
LA FERTE SOUS JOUARRE;77260;SEINE ET MARNE;77183
FLAGY;77940;SEINE ET MARNE;77184
FLEURY EN BIERE;77930;SEINE ET MARNE;77185
FONTAINEBLEAU;77300;SEINE ET MARNE;77186
FONTAINE FOURCHES;77480;SEINE ET MARNE;77187
FONTAINE LE PORT;77590;SEINE ET MARNE;77188
FONTAINE SOUS MONTAIGUILL;77560;SEINE ET MARNE;77189
FONTAINS;77370;SEINE ET MARNE;77190
FONTENAILLES;77370;SEINE ET MARNE;77191
FONTENAY TRESIGNY;77610;SEINE ET MARNE;77192
FORFRY;77165;SEINE ET MARNE;77193
FORGES;77130;SEINE ET MARNE;77194
FOUJU;77390;SEINE ET MARNE;77195
FRESNES SUR MARNE;77410;SEINE ET MARNE;77196
FRETOY;77320;SEINE ET MARNE;77197
FROMONT;77760;SEINE ET MARNE;77198
FUBLAINES;77470;SEINE ET MARNE;77199
GARENTREVILLE;77890;SEINE ET MARNE;77200
GASTINS;77370;SEINE ET MARNE;77201
LA GENEVRAYE;77690;SEINE ET MARNE;77202
GERMIGNY L EVEQUE;77910;SEINE ET MARNE;77203
GERMIGNY SOUS COULOMBS;77840;SEINE ET MARNE;77204
GESVRES LE CHAPITRE;77165;SEINE ET MARNE;77205
GIREMOUTIERS;77120;SEINE ET MARNE;77206
GIRONVILLE;77890;SEINE ET MARNE;77207
GOUAIX;77114;SEINE ET MARNE;77208
GOUVERNES;77400;SEINE ET MARNE;77209
LA GRANDE PAROISSE;77130;SEINE ET MARNE;77210
GRANDPUITS BAILLY CARROIS;77720;SEINE ET MARNE;77211
GRAVON;77118;SEINE ET MARNE;77212
GREGY SUR YERRE;77166;SEINE ET MARNE;77213
GRESSY;77410;SEINE ET MARNE;77214
GRETZ ARMAINVILLIERS;77220;SEINE ET MARNE;77215
GREZ SUR LOING;77880;SEINE ET MARNE;77216
GRISY SUISNES;77166;SEINE ET MARNE;77217
GRISY SUR SEINE;77480;SEINE ET MARNE;77218
GUERARD;77580;SEINE ET MARNE;77219
GUERCHEVILLE;77760;SEINE ET MARNE;77220
GUERMANTES;77600;SEINE ET MARNE;77221
GUIGNES;77390;SEINE ET MARNE;77222
GURCY LE CHATEL;77520;SEINE ET MARNE;77223
HAUTEFEUILLE;77515;SEINE ET MARNE;77224
LA HAUTE MAISON;77580;SEINE ET MARNE;77225
HERICY;77850;SEINE ET MARNE;77226
HERME;77114;SEINE ET MARNE;77227
HONDEVILLIERS;77510;SEINE ET MARNE;77228
LA HOUSSAYE EN BRIE;77610;SEINE ET MARNE;77229
ICHY;77890;SEINE ET MARNE;77230
ISLES LES MELDEUSES;77440;SEINE ET MARNE;77231
ISLES LES VILLENOY;77450;SEINE ET MARNE;77232
IVERNY;77165;SEINE ET MARNE;77233
JABLINES;77450;SEINE ET MARNE;77234
JAIGNES;77440;SEINE ET MARNE;77235
JAULNES;77480;SEINE ET MARNE;77236
JOSSIGNY;77600;SEINE ET MARNE;77237
JOUARRE;77640;SEINE ET MARNE;77238
JOUY LE CHATEL;77970;SEINE ET MARNE;77239
JOUY SUR MORIN;77320;SEINE ET MARNE;77240
JUILLY;77230;SEINE ET MARNE;77241
JUTIGNY;77650;SEINE ET MARNE;77242
LAGNY SUR MARNE;77400;SEINE ET MARNE;77243
LARCHANT;77760;SEINE ET MARNE;77244
LAVAL EN BRIE;77148;SEINE ET MARNE;77245
LECHELLE;77171;SEINE ET MARNE;77246
LESCHEROLLES;77320;SEINE ET MARNE;77247
LESCHES;77450;SEINE ET MARNE;77248
LESIGNY;77150;SEINE ET MARNE;77249
LEUDON EN BRIE;77320;SEINE ET MARNE;77250
LIEUSAINT;77127;SEINE ET MARNE;77251
LIMOGES FOURCHES;77550;SEINE ET MARNE;77252
LISSY;77550;SEINE ET MARNE;77253
LIVERDY EN BRIE;77220;SEINE ET MARNE;77254
LIVRY SUR SEINE;77000;SEINE ET MARNE;77255
LIZINES;77650;SEINE ET MARNE;77256
LIZY SUR OURCQ;77440;SEINE ET MARNE;77257
LOGNES;77185;SEINE ET MARNE;77258
LONGPERRIER;77230;SEINE ET MARNE;77259
LONGUEVILLE;77650;SEINE ET MARNE;77260
LORREZ LE BOCAGE PREAUX;77710;SEINE ET MARNE;77261
LOUAN VILLEGRUIS FONTAINE;77560;SEINE ET MARNE;77262
LUISETAINES;77520;SEINE ET MARNE;77263
LUMIGNY NESLES ORMEAUX;77540;SEINE ET MARNE;77264
LUZANCY;77138;SEINE ET MARNE;77265
MACHAULT;77133;SEINE ET MARNE;77266
LA MADELEINE SUR LOING;77570;SEINE ET MARNE;77267
MAGNY LE HONGRE;77700;SEINE ET MARNE;77268
MAINCY;77950;SEINE ET MARNE;77269
MAISONCELLES EN BRIE;77580;SEINE ET MARNE;77270
MAISONCELLES EN GATINAIS;77570;SEINE ET MARNE;77271
MAISON ROUGE;77370;SEINE ET MARNE;77272
MARCHEMORET;77230;SEINE ET MARNE;77273
MARCILLY;77139;SEINE ET MARNE;77274
LES MARETS;77560;SEINE ET MARNE;77275
MAREUIL LES MEAUX;77100;SEINE ET MARNE;77276
MARLES EN BRIE;77610;SEINE ET MARNE;77277
MAROLLES EN BRIE;77120;SEINE ET MARNE;77278
MAROLLES SUR SEINE;77130;SEINE ET MARNE;77279
MARY SUR MARNE;77440;SEINE ET MARNE;77280
MAUPERTHUIS;77120;SEINE ET MARNE;77281
MAUREGARD;77990;SEINE ET MARNE;77282
MAY EN MULTIEN;77145;SEINE ET MARNE;77283
MEAUX;77100;SEINE ET MARNE;77284
LE MEE SUR SEINE;77350;SEINE ET MARNE;77285
MEIGNEUX;77520;SEINE ET MARNE;77286
MEILLERAY;77320;SEINE ET MARNE;77287
MELUN;77000;SEINE ET MARNE;77288
MELZ SUR SEINE;77171;SEINE ET MARNE;77289
MERY SUR MARNE;77730;SEINE ET MARNE;77290
LE MESNIL AMELOT;77990;SEINE ET MARNE;77291
MESSY;77410;SEINE ET MARNE;77292
MISY SUR YONNE;77130;SEINE ET MARNE;77293
MITRY MORY;77290;SEINE ET MARNE;77294
MOISENAY;77950;SEINE ET MARNE;77295
MOISSY CRAMAYEL;77550;SEINE ET MARNE;77296
MONDREVILLE;77570;SEINE ET MARNE;77297
MONS EN MONTOIS;77520;SEINE ET MARNE;77298
MONTARLOT;77250;SEINE ET MARNE;77299
MONTCEAUX LES MEAUX;77470;SEINE ET MARNE;77300
MONTCEAUX LES PROVINS;77151;SEINE ET MARNE;77301
MONTCOURT FROMONVILLE;77140;SEINE ET MARNE;77302
MONTDAUPHIN;77320;SEINE ET MARNE;77303
MONTENILS;77320;SEINE ET MARNE;77304
MONTEREAU FAUT YONNE;77130;SEINE ET MARNE;77305
MONTEREAU SUR LE JARD;77950;SEINE ET MARNE;77306
MONTEVRAIN;77144;SEINE ET MARNE;77307
MONTGE EN GOELE;77230;SEINE ET MARNE;77308
MONTHYON;77122;SEINE ET MARNE;77309
MONTIGNY LE GUESDIER;77480;SEINE ET MARNE;77310
MONTIGNY LENCOUP;77520;SEINE ET MARNE;77311
MONTIGNY SUR LOING;77690;SEINE ET MARNE;77312
MONTMACHOUX;77940;SEINE ET MARNE;77313
MONTOLIVET;77320;SEINE ET MARNE;77314
MONTRY;77450;SEINE ET MARNE;77315
MORET SUR LOING;77250;SEINE ET MARNE;77316
MORMANT;77720;SEINE ET MARNE;77317
MORTCERF;77163;SEINE ET MARNE;77318
MORTERY;77160;SEINE ET MARNE;77319
MOUROUX;77120;SEINE ET MARNE;77320
MOUSSEAUX LES BRAY;77480;SEINE ET MARNE;77321
MOUSSY LE NEUF;77230;SEINE ET MARNE;77322
MOUSSY LE VIEUX;77230;SEINE ET MARNE;77323
MOUTILS;77320;SEINE ET MARNE;77324
MOUY SUR SEINE;77480;SEINE ET MARNE;77325
NANDY;77176;SEINE ET MARNE;77326
NANGIS;77370;SEINE ET MARNE;77327
NANTEAU SUR ESSONNES;77760;SEINE ET MARNE;77328
NANTEAU SUR LUNAIN;77710;SEINE ET MARNE;77329
NANTEUIL LES MEAUX;77100;SEINE ET MARNE;77330
NANTEUIL SUR MARNE;77730;SEINE ET MARNE;77331
NANTOUILLET;77230;SEINE ET MARNE;77332
